	doc_name	sentence_id	sentence_rus	sentence_zho	proper_names	proper_zh	wordlist	jieba	pku	stanford
12	futlar.xml	###undefined###	Вот подите же, наши учителя народ всё мыслящий, глубоко порядочный, воспитанный на Тургеневе и Щедрине, однако же этот человечек, ходивший всегда в калошах и с зонтиком, держал в руках всю гимназию целых пятнадцать лет! 	您想想看，我们这些教员都是些有头脑、极正派的人，受过屠格涅夫和谢德林的良好教育，可是我们的学校却让这个任何时候都穿着套鞋、带着雨伞的小人把持了整整十五年！	Тургеневе_Щедрине	屠格涅夫_谢德林	屠格涅夫_谢德林	屠格涅夫_谢德林	屠格涅夫_谢德林	屠格涅夫_谢德林
13	futlar.xml	###undefined###	Под влиянием таких людей, как Беликов, за последние десять — пятнадцать лет в нашем городе стали бояться всего.	在别利科夫这类人的影响下，最近十到十五年间，我们全城的人都变得谨小慎微，事事都怕。	Беликов	别利科夫	别利科夫		别利科夫	
14	futlar.xml	###undefined###	Иван Иваныч, желая что-то сказать, кашлянул, но сначала закурил трубку, поглядел на луну и потом уже сказал с расстановкой: 	伊凡·伊凡内奇想说点什么，嗽了嗽喉咙，但他先抽起烟斗来，看了看月亮，然后才一字一顿地说：	Иван_Иваныч	伊凡_伊凡内奇		伊凡	伊凡_伊凡内奇	伊凡
15	futlar.xml	###undefined###	— Да. Мыслящие, порядочные, читают и Щедрина, и Тургенева, разных там Боклей и прочее, а вот подчинились же, терпели… То-то вот оно и есть.	是的“我们都是有头脑的正派人，我们读屠格涅夫和谢德林的作品，以及巴克莱等人的著作，可是我们又常常屈服于某种压力，一再忍让，问题就在这儿…	Щедрина_Тургенева_Боклей	屠格涅夫_谢德林_巴克莱	屠格涅夫_巴克莱	屠格涅夫_谢德林_巴克莱	屠格涅夫_谢德林_巴克莱	屠格涅夫_谢德林_巴克莱
16	futlar.xml	###undefined###	Женской прислуги он не держал из страха, чтобы о нем не думали дурно, а держал повара Афанасия, старика лет шестидесяти, нетрезвого и полоумного, который когда-то служил в денщиках и умел кое-как стряпать.	他不用女仆，害怕别人背后说他的坏话。他雇了个厨子阿法纳西，老头子六十岁上下，成天醉醺醺的，还有点痴呆。他当过勤务兵，好歹能弄几个菜。	Афанасия	阿法纳西			阿法纳西	
17	futlar.xml	###undefined###	Этот Афанасий стоял обыкновенно у двери, скрестив руки, и всегда бормотал одно и то же, с глубоким вздохом: 	这个阿法纳西经常站在房门口，交叉抱着胳膊，老是叹一口长气，嘟哝那么一句话：	Афанасий	阿法纳西			阿法纳西	
18	futlar.xml	###undefined###	Назначили к нам нового учителя истории и географии, некоего Коваленко, Михаила Саввича, из хохлов.	我们学校新调来了一位史地课教员，叫米哈伊尔·萨维奇·柯瓦连科，小俄罗斯人。	Коваленко_Михаила_Саввича	米哈伊尔_萨维奇_柯瓦连科	米哈伊尔_萨维奇	米哈伊尔_萨维奇_柯瓦连科	米哈伊尔_萨维奇_柯瓦连科	萨维奇
19	futlar.xml	###undefined###	Приехал он не один, а с сестрой Варенькой.	他不是一个人来的，还带着姐姐瓦莲卡。	Варенькой	瓦莲卡		瓦莲卡	瓦莲卡	瓦莲卡
20	futlar.xml	###undefined###	Это польстило ей, и она стала рассказывать ему с чувством и убедительно, что в Гадячском уезде у нее есть хутор, а на хуторе живет мамочка, и там такие груши, такие дыни, такие кабаки! 	这番奉承使她感到得意“于是她用令人信服的语气动情地告诉他，说他们在加佳奇县有一处田庄，现在妈妈还住在那里，那里有那么好的梨。那么好的甜瓜，那么好的，卡巴克‘	Гадячском	加佳奇县				加佳奇县
21	idiot.xml	47	 - Да, господин Павлищев, который меня там содержал, два года назад помер, я писал потом сюда генеральше Епанчиной, моей дальней родственнице, но ответа не получил. Так с тем и приехал.	“是的，在那里供养我的帕夫利谢夫先生两年前去世了，后来我写信给这里的叶潘钦将军夫人，她是我的远房亲戚，但我没有收到口信、这样我就回来了。”	Павлищев_Епанчиной	帕夫利谢夫_叶潘钦	帕夫利谢夫_叶潘钦	“_是_的_，_在_那里_供养_我_的_帕夫利_谢夫_先生_两年_前_去世_了_，_后来_我_写信给_这里_的_叶_潘钦_将军_夫人_，_她_是_我_的_远房亲戚_，_但_我_没有_收到_口信_、_这样_我_就_回来_了_。_”	帕夫利谢夫_叶潘钦	帕夫利谢夫_叶潘钦
22	idiot.xml	67	 Гм... генерала же Епанчина знаем-с, собственно, потому, что человек общеизвестный, да и покойного господина Павлищева, который вас в Швейцарии содержал, тоже знавали-с, если только это был Николай Андреевич Павлищев, потому что их два двоюродные брата. 	嗯……叶潘钦将军我们是知道的，其实是因为他是社会名流；还有在瑞士供养您的已故的帕夫利谢夫先生，我也知道，如果这是指尼古拉·安德列耶维奇·帕夫利谢夫，因为他们是两位堂兄弟，	Епанчина_Павлищева_Николай_Андреевич_Павлищев	叶潘钦将_帕夫利谢夫_尼古拉_安德列耶维奇_帕夫利谢夫	帕夫利谢夫_尼古拉	尼古拉	叶潘钦_帕夫利谢夫_尼古拉_安德列耶维奇_帕夫利谢夫	叶潘钦_帕夫利谢夫_尼古拉_帕夫利谢夫
23	idiot.xml	68	 Другой доселе в Крыму, а Николай Андреевич, покойник, был человек почтенный, и при связях, и четыре тысячи душ в свое время имели-с...	另一位至今还在克里米亚，而尼古拉·安德列耶维奇这位故人就是在广泛的社交界也是位令人敬重的人，那时拥有四千农奴……”	Крыму_Николай_Андреевич	克里米亚_尼古拉_安德列耶维奇	尼古拉	克里米亚_尼古拉	克里米亚_尼古拉_安德列耶维奇	克里米亚_尼古拉
24	idiot.xml	87	 - Князь Лев Николаевич Мышкин, - отвечал тот с полною и немедленною готовностью.	“列夫·尼古拉耶维奇·梅什金公爵，”后者完全不加思索地马上回答说。	Лев_Николаевич_Мышкин	列夫_尼古拉耶维奇_梅什金	梅什金	列夫_梅什金	列夫_尼古拉耶维奇_梅什金	列夫_梅什金
25	idiot.xml	88	 - Князь Мышкин? 	“梅什金公爵？	Мышкин	梅什金	梅什金	梅什金	梅什金	梅什金
26	idiot.xml	117	 - Рогожиных знаете? - быстро спросил черномазый.	“您知道罗戈任家吗？”黑皮肤的很快问着。	Рогожиных	罗戈任	罗戈任		罗戈任家	罗戈任
27	idiot.xml	121	 - Да, я, Рогожин, Парфен.	“是的，我姓罗戈任，叫帕尔芬。”	Рогожин_Парфен	罗戈任_帕尔芬	帕尔芬	罗戈任_帕尔芬	帕尔芬	罗戈任_帕尔芬
28	idiot.xml	133	 А это правда, что вот родитель мой помер, а я из Пскова через месяц чуть не без сапог домой еду. 	我父亲去世了，这是真的，已经过了一个月，现在我差点连靴子也没有从普斯科夫赶回家，	Пскова	普斯科夫	普斯科夫	普斯科夫	普斯科夫	普斯科夫
29	idiot.xml	134	 Ни брат, подлец, ни мать ни денег, ни уведомления - ничего не прислали! Как собаке! В горячке в Пскове весь месяц пролежал.	无论是混账哥哥，还是母亲，都不给我寄钱，也不寄消息……什么都不寄，犹如对待一条狗！我在普斯科夫患热病，躺了整整一个月！……”	Пскове	普斯科夫	普斯科夫	普斯科夫	普斯科夫	普斯科夫
30	idiot.xml	161	 Про матушку нечего сказать, женщина старая, Четьи-Минеи читает, со старухами сидит, и что Сенька-брат порешит, так тому и быть. А он что же мне знать-то в свое время не дал? 	至于老母亲是没什么可说的，她年纪大了，只是看看日课经文月书，与老太太们坐着聊聊天，谢恩卡哥哥决定什么就是什么，而他当时为什么不让我知道呢？	Сенька	谢恩卡			谢恩卡	谢恩卡
31	idiot.xml	172	 Только Конев, Василий Васильич, выручил, всё отписал. 	只有科涅夫·瓦西利·瓦西利耶维奇帮了大忙，把一切都告诉了我；	Конев_Василий_Васильич	科涅夫_瓦西利_瓦西利耶维奇	科涅夫	科涅夫	科涅夫_瓦西利_瓦西利耶维奇	科涅夫_瓦西利_瓦西利耶维奇
32	idiot.xml	189	 А что я действительно чрез Настасью Филипповну тогда родителя раздражил, так это правда. 	我确实因为纳斯塔西娅·费利帕夫娜当时惹恼了父亲，这是真的，	Настасью_Филипповну	纳斯塔西娅_费利帕夫娜			纳斯塔西娅_费利帕夫娜	费利帕夫娜
33	idiot.xml	193	 - Чрез Настасью Филипповну? - подобострастно промолвил чиновник, как бы что-то соображая.	“因为纳斯塔西娅，费利帕夫娜。”小公务员馅媚地说，他似乎在揣度着什么。	Настасью_Филипповну	纳斯塔西娅_费利帕夫娜			纳斯塔西娅_费利帕夫娜	费利帕夫娜
34	idiot.xml	196	 - Эвона! Да мало ль Настасий Филипповн! 	“瞧你！叫纳斯塔西娅·费利帕夫娜的人还少吗？	Настасий_Филипповн	纳斯塔西娅_费利帕夫娜			纳斯塔西娅_费利帕夫娜	费利帕夫娜
35	idiot.xml	201	 - Лебедев знает! 	“列别杰夫是知道的！	Лебедев	列别杰夫		列别杰夫		列别杰夫
36	idiot.xml	208	 Я, ваша светлость, и с Лихачевым Алексашкой два месяца ездил, и тоже после смерти родителя, и все, то есть все углы и проулки знаю, и без Лебедева, дошло до того, что ни шагу. 	阁下，我还和利哈乔夫·阿列克萨什卡一起周游了两个月，也是在他父亲去世以后。我知道所有的角落和小巷，没有我列别杰夫，他甚至寸步难行。	Лихачевым_Алексашкой_Лебедева	利哈乔夫_阿列克萨什卡_列别杰夫	利哈乔夫	利哈乔夫_列别杰夫	利哈乔夫_阿列克萨什卡	利哈乔夫_列别杰夫
37	idiot.xml	213	 Нет, это не то что Арманс. 	不，这可不是那个阿尔曼斯，	Арманс	阿尔曼斯			阿尔曼斯	阿尔曼斯
38	idiot.xml	221	 - Это вот всё так и есть, - мрачно и насупившись подтвердил Рогожин, - тоже мне и Залёжев тогда говорил. 	“这事确实这样，”罗戈任皱起眉目，阴郁地肯定说，“扎廖热夫那时也对我这么说过。	Рогожин_Залёжев	罗戈任_扎廖热夫	罗戈任	罗戈任	扎廖热夫	罗戈任_扎廖热夫
39	idiot.xml	222	 Я тогда, князь, в третьегодняшней отцовской бекеше через Невский перебегал, а она из магазина выходит, в карету садится. 	公爵，我那时穿着父亲那件只穿了三天的腰部打招的大衣过涅瓦大街，而她正从商店出来，坐上马车。	Невский	涅瓦		涅瓦	涅瓦大街	涅瓦
40	idiot.xml	226	 Это, говорит, не тебе чета, это, говорит, княгиня, а зовут ее Настасьей Филипповной, фамилией Барашкова, и живет с Тоцким, а Тоцкий от нее как отвязаться теперь не знает, потому совсем то есть лет достиг настоящих, пятидесяти пяти, и жениться на первейшей раскрасавице во всем Петербурге хочет. 	说这个跟你不相配，还说，这是位公爵小姐，名叫纳斯塔拉娅·费利帕夫娜，姓巴拉什科娃，她跟托茨基同居，而托茨基现在都不知道怎么摆脱她，因为他，这么说吧，完全到了真正的年龄，５５岁，想要跟全彼得堡头号美女结婚。	Настасьей_Филипповной_Барашкова_Петербурге	纳斯塔拉娅_费利帕夫娜_巴拉什科娃			纳斯塔拉娅_费利帕夫娜_巴拉什科娃	费利帕夫娜
41	idiot.xml	266	 Ну, а я этой порой, по матушкину благословению, у Сережки Протушина двадцать рублей достал да во Псков по машине и отправился, да приехал-то в лихорадке, меня там святцами зачитывать старухи принялись, а я пьян сижу, да пошел потом по кабакам на последние, да в бесчувствии всю ночь на улице и провалялся, ан к утру горячка, а тем временем за ночь еще собаки обгрызли. 	而我在这个时候得到母亲的赞同，在谢廖什卡·普罗图京那儿弄了２０卢布，就乘车到普斯科夫去了，到那几时我正害着疟疾，在那里一些老妇人没完没了令人心烦地对我念教堂日历，而我坐在那里喝得醉熏熏的，后来我去了好几家酒馆，花光了最后一点钱，一整夜躺在街上不省人事，到了早晨发起了热病，而夜里的时候狗还咬了我，	Сережки_Протушина_Псков	谢廖什卡_普罗图京_普斯科夫	普斯科夫	普斯科夫	谢廖什卡_普斯科夫	普罗图京_普斯科夫
42	idiot.xml	1	 Генерал Епанчин жил в собственном своем доме, несколько в стороне от Литейной, к Спасу Преображения. 	叶潘钦将军住自己的房子，离利捷伊纳亚街不远、靠近变容救世主教堂。	Епанчин_Спасу	叶潘钦	叶潘钦		叶潘钦	叶潘钦
43	idiot.xml	11	 А между тем известно тоже было, что Иван Федорович Епанчин - человек без образования и происходит из солдатских детей, последнее, без сомнения, только к чести его могло относиться, но генерал, хоть и умный был человек, был тоже не без маленьких, весьма простительных слабостей и не любил иных намеков. 	同时、大家也知道，伊万·费奥多罗维奇·叶潘钦是一个没有受什么教育的人，出生于士兵家庭，后面这一点无疑只会给他带来荣誉，但是，即使将军是个聪明人，他也不无小小的完全可以原谅的弱点，他还不喜欢别人提及，	Иван_Федорович_Епанчин	伊万_费奥多罗维奇_叶潘钦	费奥多罗维奇_叶潘钦	伊万	伊万_叶潘钦	伊万_叶潘钦
44	idiot.xml	43	 Средней было двадцать три года, а младшей, Аглае, только что исполнилось двадцать. 	中间那位是２３岁，最小的阿格拉娅刚满２０岁。	Аглае	阿格拉娅	阿格拉娅		阿格拉娅	阿格拉娅
45	idiot.xml	141	 - Я посетителя такого, как вы, без секретаря доложить не могу, а к тому же и сами, особливо давеча, заказали их не тревожить ни для кого, пока там полковник, а Гаврила Ардалионыч без доклада идет.	“像您这样的来访者，没有秘书我是不能通报的。何况刚才大人还亲自吩咐，上校在的时候，无论谁来都不要骚扰他们，而加夫里拉·阿尔达利维奇无须禀报就可进去。”	Гаврила_Ардалионыч	加夫里拉_阿尔达利维奇			阿尔达利维奇	
46	idiot.xml	143	 - Гаврила-то Ардалионыч? 	“加夫里拉·阿尔达利翁诺维奇吗？	Гаврила_Ардалионыч	加夫里拉_阿尔达利维奇	阿尔达利翁诺维奇		加夫里拉_阿尔达利翁诺维奇	
47	idiot.xml	196	 Меня туда Шнейдер с собою брал.	是施奈德把我带到那儿去的。”	Шнейдер	是施奈德				
48	idiot.xml	125	 Ганя, дайте князю бумагу, вот перья и бумага, вот на этот столик пожалуйте. 	加尼亚，给公爵一张纸。这是鹅毛笔和纸，清到这张小桌边来。	Ганя	加尼亚			加尼亚	加尼亚
49	idiot.xml	127	 Это сама, сама тебе прислала, сама? - оживленно и с большим любопытством спрашивал он Ганю.	这是她亲自，亲自寄给你的吗，是亲自吗？”他兴致勃勃，十分好奇地问加尼亚。	Ганю	加尼亚				加尼亚
50	idiot.xml	174	 Ну! Эвона! Ай да Нина Александровна! 	唉！瞧您，尼娜·亚历山德罗夫娜呀！	Нина_Александровна	尼娜_亚历山德罗夫娜		尼娜	尼娜_亚历山德罗夫娜	尼娜_亚历山德罗夫娜
51	idiot.xml	305	 - Фердыщенко.	“费尔德先科。	Фердыщенко	费尔德先科			费尔德先科	
52	idiot.xml	5	 Маменька их, генеральша Лизавета Прокофьевна, иногда косилась на откровенность их аппетита, но так как иные мнения ее, несмотря на всю наружную почтительность, с которою принимались дочерьми, в сущности, давно уже потеряли первоначальный и бесспорный авторитет между ними, и до такой даже степени, что установившийся согласный конклав трех девиц сплошь да рядом начинал пересиливать, то и генеральша, в видах собственного достоинства, нашла удобнее не спорить и уступать. 	她们的妈妈，叶莉扎维塔·普罗科菲耶夫娜将军夫人有时也不赞赏她们这种赤裸裸的食欲，但是因为她的有些意见实际上早已在她们中间失去了原先无可争辩的权威（尽管出于表面上的恭敬，女儿们也接受这些意见），甚至到了三位姑娘形成的协调一致的行动常常占上风的地步，所以，为维护自己的尊严，将军夫人认为还是不争执而退让为宜，	Лизавета_Прокофьевна	叶莉扎维塔_普罗科菲耶夫娜			普罗科菲耶夫娜	
53	idiot.xml	6	 Правда, характер весьма часто не слушался и не подчинялся решениям благоразумия, Лизавета Прокофьевна становилась с каждым годом всё капризнее и нетерпеливее, стала даже какая-то чудачка, но так как под рукой все-таки оставался весьма покорный и приученный муж, то излишнее и накопившееся изливалось обыкновенно на его голову, а затем гармония в семействе восстановлялась опять, и всё шло как не надо лучше.	确实，性格常常不听从、不服从理智的决定，叶莉扎维塔·普罗科菲耶夫娜年复一年变得越来越任性和急躁，甚至成了个古怪的人，但是因为在她的手掌中还有个驯服温顺的丈夫，所以蓄积的过多的怨气通常便发泄至他的头上，在这以后重又恢复了家庭的和谐，一切便进行得再好也没有了。	Лизавета_Прокофьевна	叶莉扎维塔_普罗科菲耶夫娜				
54	idiot.xml	167	 Был знаком один молодой и странный человек, по фамилии Птицын, скромный, аккуратный и вылощенный, происшедший из нищеты и сделавшийся ростовщиком. 	还有一个奇怪的年轻人也认识了她，他姓普季岑，为人谦和、举止端庄、打扮讲究、出身穷困，如今却成了高利贷者。	Птицын	普季岑	普季岑	普季岑	普季岑	普季岑
55	idiot.xml	182	 Он очень хорошо заметил и положительно узнал, что молодой человек, очень хорошей фамилии, живущий в самом достойном семействе, а именно Гаврила Ардалионович Иволгин, которого она знает и у себя принимает, давно уже любит ее всею силой страсти и, конечно, отдал бы половину жизни за одну надежду приобресть ее симпатию. 	他很好地注意到并且明确地了解到有一位年轻人，他有很好的姓氏，生活在非常值得尊敬的家庭里，这就是加夫里拉·阿尔达利翁诺维奇·伊沃尔金，她认识他并接待他。这位年轻人早就已经一往情深，热烈地爱上了她，当然，只要有一丝希望得到她的青睐，他会奉献出一半生命。	Гаврила_Ардалионович_Иволгин	加夫里拉_阿尔达利翁诺维奇_伊沃尔金	伊沃尔金	伊沃尔金	阿尔达利翁诺维奇_伊沃尔金	伊沃尔金
56	idiot.xml	58	 Талант, там он так у меня расчеркнулся старинным почерком:" Игумен Пафнутий руку приложил "... 	是天才；在我书房里他用古体签了：‘修道院院长帕夫努季敬呈'，……	Пафнутий	帕夫努季			帕夫努季	帕夫努季
57	idiot.xml	68	 Мари лежала на полу, у ног старухи, голодная, оборванная, и плакала. 	玛丽躺在地板上，就在老太婆脚跟前，饥肠槽糟，破衣烂衫的，哭泣着。	Мари	玛丽	玛丽	玛丽		玛丽
58	idiot.xml	73	 Ей нужно было часто ставить свои больные ноги в теплую воду, Мари каждый день обмывала ей ноги и ходила за ней, она принимала все ее услуги молча и ни одного слова не сказала ей ласково. 	老太婆需要经常在温水里浸泡病腿；玛丽每天给她洗脚，服侍她；她不吭一声地接受玛丽的照料侍侯，却对她没有说一句抚爱的话。	Мари	玛丽	玛丽	玛丽	玛丽	玛丽
59	idiot.xml	70	 - Никакого там узла нет, кроме этого узелочка, вы куда положили? - спросил Коля, возвращаясь опять в комнату.	“除了这个小包裹，那里没有别的包裹；您把它放哪里？”科利亚又回到房间里，问道。	Коля	科利亚	科利亚		科利亚	科利亚
60	idiot.xml	74	 - Не ври пустяков, - строго сказала Варя, которая и с князем говорила весьма сухо и только что разве вежливо.	“别胡扯废话，”瓦尔瓦拉·阿尔达利翁诺夫娜严格地说。她跟公爵讲话也十分冷淡，刚才大概还算是客气的。	Варя	瓦尔瓦拉_阿尔达利翁诺夫娜			瓦尔瓦拉_阿尔达利翁诺夫娜	瓦尔瓦拉
61	idiot.xml	82	 - Отец дома? - спросил Ганя Колю и на утвердительный ответ Коли пошептал ему что-то на ухо.	“父亲在家吗？”加尼亚问科利亚，得到肯定的回答后他在耳边对他低语了什么。	Ганя_Колю_Коли	加尼亚_科利亚	科利亚		加尼亚	科利亚
62	idiot.xml	629	 — Она замужем за Дольским? 	“她嫁给了多尔斯基？”	Дольским	多尔斯基			多尔斯基	多尔斯基
63	idiot.xml	638	 Вы понимаете — после той истории... вам это всё должно быть хорошо известно (Майданов значительно улыбнулся)... ей не легко было составить себе партию, были последствия... но с ее умом всё возможно. 	您可知道，自从发生了那场风波以后……这一切您一定知道得很清楚（马依达诺夫意味深长地笑了笑）……她好不容易为自己物色到一个丈夫；总算有了归宿……不过凭她的聪明才智，一切都是能办到的。	Майданов	马依达诺夫			马依达诺夫	
64	idiot.xml	670	 Помнится, несколько дней спустя после того дня, когда я узнал о смерти Зинаиды, я сам, по собственному неотразимому влечению, присутствовал при смерти одной бедной старушки, жившей в одном с нами доме. 	我记得，在我得悉齐娜依达噩耗那天之后，又过了几天，我在一种不可克制的感情冲动下自愿去吊唁跟我们同住在一所宅子里的一个贫苦的老妇人。	Зинаиды	齐娜依达				齐娜依达
65	idiot.xml	676	 И помню я, что тут, у одра этой бедной старушки, мне стало страшно за Зинаиду, и захотелось мне помолиться за нее, за отца — и за себя.	我记得就在这儿，在那贫苦的老妇人的床边，我替齐娜依达担忧起来，我要为她、为父亲、也为我自己而祈祷了。	Зинаиду	齐娜依达				
66	metel.xml	4	 Кони торопливы Чутко смотрят в темну даль , Воздымая гривы ... Жуковский . 	马儿匆忙赶路，鬃毛竖起，凝视黑暗的远方……茹可夫斯基①|①茹可夫斯基（1783-1852）俄国诗人。这儿的诗句引自他的叙事诗《斯维特兰娜》。|	Жуковский	茹可夫斯基			茹可夫斯基	茹可夫斯基
67	metel.xml	5	 В конце 1811 года , в эпоху нам достопамятную , жил в своем поместье Ненарадове добрый Гаврила Гаврилович Р . 	我们值得纪念的那个时代的1811年末，厚道的加夫里拉·加夫里洛维奇赋闲居住在自己的田庄涅纳拉多沃村。	Ненарадове_Гаврила_Гаврилович	加夫里拉_加夫里洛维奇_涅纳拉多沃	加夫里洛维奇		加夫里洛维奇_涅纳拉多沃村	加夫里洛维奇_涅纳拉多沃村
68	metel.xml	8	 Марья Гавриловна была воспитана на французских романах , и , следственно , была влюблена . 	玛利亚·加夫里洛夫娜是靠读法国小说受的教育，因此，其结果自然是堕入情网。	Марья_Гавриловна	玛利亚_加夫里洛夫娜		玛利亚	玛利亚_加夫里洛夫娜	玛利亚_加夫里洛夫娜
69	metel.xml	14	 Разумеется , что эта счастливая мысль пришла сперва в голову молодому человеку и что она весьма понравилась романическому воображению Марьи Гавриловны . 	妙！这个谋幸福的好主意终于光顾了这个年轻人的脑袋瓜，而醉心于罗曼蒂克的玛利亚·加夫里洛夫娜对这个好主意也非常称心。	Марьи_Гавриловны	玛利亚_加夫里洛夫娜		玛利亚	玛利亚_加夫里洛夫娜	玛利亚_加夫里洛夫娜
70	metel.xml	16	 Владимир Николаевич в каждом письме умолял ее предаться ему , венчаться тайно , скрываться несколько времени , броситься потом к ногам родителей , которые , конечно , будут тронуты наконец героическим постоянством и несчастием любовников и скажут им непременно : « Дети ! придите в наши объятия ». 	弗拉基米尔·尼古拉耶维奇在每封信里都央求她嫁给他，跟他秘密结婚，躲藏一些日子，然后双双跪在双亲脚下，二老最终肯定会为恋人的英勇的蛮干行为和不幸的遭遇所感动，包管会对他们说："孩子们！投到我们怀里来吧！"	Владимир_Николаевич	弗拉基米尔_尼古拉耶维奇	弗拉基米尔	弗拉基米尔	弗拉基米尔_尼古拉耶维奇	弗拉基米尔
