	doc_name	sentence_id	sentence_rus	sentence_zho	proper_names	proper_zh	wordlist	jieba	pku	stanford
10	futlar.xml	###undefined###	А на педагогических советах он просто угнетал нас своею осторожностью, мнительностью и своими чисто футлярными соображениями насчет того, что вот-де в мужской и женской гимназиях молодежь ведет себя дурно, очень шумит в классах, — ах, как бы не дошло до начальства, ах, как бы чего не вышло, — и что если б из второго класса исключить Петрова, а из четвертого — Егорова, то было бы очень хорошо.	在教务会议上，他那种顾虑重重、疑神疑鬼的作风和一套纯粹套子式的论调，把我们压得透不过气来。他说什么某某男子中学、女子中学的年轻人行为不轨，教室里乱哄哄的－唉－千万别传到当局那里，哎呀，千万不要惹出什么事端，又说！如果把二年级的彼得罗夫，四年级的叶戈罗夫开除出校、那么情况就会好转，	Петрова_Егорова	彼得罗夫_叶戈罗夫	叶戈罗夫_	在_教务会议_上_，_他_那种_顾虑重重_、_疑神疑鬼_的_作风_和_一套_纯粹_套子_式_的_论调_，_把_我们_压_得_透不过气_来_。_他_说_什么_某某_男子_中学_、_女子_中学_的_年轻人_行为_不轨_，_教室_里_乱哄哄_的_－_唉_－_千万别_传到_当局_那里_，_哎呀_，_千万_不要_惹出_什么_事端_，_又_说_！_如果_把_二年级_的_彼得罗夫_，_四年级_的_叶_戈罗夫_开除_出_校_、_那么_情况_就_会_好转_，	在_教务_会议_上_，_他_那种_顾虑重重_、_疑神疑鬼_的_作风_和_一_套_纯粹_套子式_的_论调_，_把_我们_压_得_透_不过_气_来_。_他_说_什么_某某_男子_中学_、_女子_中学_的_年轻人_行为_不轨_，_教室_里_乱哄哄_的_－唉－千万_别_传到_当局_那里_，_哎呀_，_千万_不要_惹出_什么_事端_，_又_说_！_如果_把_二_年级_的_彼得罗夫_，_四_年级_的_叶戈罗夫_开除_出校_、_那么_情况_就_会_好转_，	在_教务_会议_上_，_他_那_种_顾虑重重_、_疑神疑鬼_的_作风_和_一_套_纯粹_套子_式_的_论调_，_把_我们_压_得_透不过_气_来_。_他_说_什么_某某_男子_中学_、_女子_中学_的_年轻_人_行为_不轨_，_教室_里_乱_哄哄_的_－_唉_－_千万_别_传到_当局_那里_，_哎呀_，_千万_不_要_惹出_什么_事端_，_又说_！_如果_把_二_年级_的_彼得_罗夫_，_四_年级_的_叶戈罗夫_开除_出校_、_那么_情况_就_会_好转_，
11	futlar.xml	###undefined###	Своими вздохами, нытьем, своими темными очками на бледном, маленьком лице, — знаете, маленьком лице, как у хорька, — он давил нас всех, и мы уступали, сбавляли Петрову и Егорову балл по поведению, сажали их под арест и в конце концов исключали и Петрова, и Егорова.	他不住地唉声叹气，老是发牢骚，苍白的小脸上架一副墨镜－您知道－那张小尖脸跟黄鼠狼的一样，他就这样逼迫我们－我们只好让步－把彼得罗夫和叶戈罗夫的操行分数压下去，关他们的禁闭，最后把他们开除了事，	Петрову_Егорову_Петрова_Егорова	彼得罗夫_叶戈罗夫	叶戈罗夫_	他_不住_地_唉声叹气_，_老是_发牢骚_，_苍白_的_小_脸上_架_一副_墨镜_－_您_知道_－_那_张小尖_脸_跟_黄鼠狼_的_一样_，_他_就_这样_逼迫_我们_－_我们_只好_让步_－_把_彼得罗夫_和_叶_戈罗夫_的_操行_分数_压下去_，_关_他们_的_禁闭_，_最后_把_他们_开除_了_事_，	他_不住_地_唉声叹气_，_老是_发牢骚_，_苍白_的_小_脸上_架_一_副_墨镜_－_您_知道_－_那_张_小_尖脸_跟_黄鼠狼_的_一样_，_他_就_这样_逼迫_我们_－_我们_只好_让步_－_把_彼得罗夫_和_叶戈罗夫_的_操行_分数_压_下去_，_关_他们_的_禁闭_，_最后_把_他们_开除_了事_，	他_不住地_唉声叹气_，_老是_发牢骚_，_苍白_的_小脸_上架_一_副_墨镜_－_您_知道_－_那张_小_尖_脸_跟_黄鼠狼_的_一样_，_他_就_这样_逼迫_我们_－_我们_只好_让步_－_把_彼得_罗夫_和_叶戈罗夫_的_操行_分数_压_下去_，_关_他们_的_禁闭_，_最后_把_他们_开除_了事_，
12	futlar.xml	###undefined###	Вот подите же, наши учителя народ всё мыслящий, глубоко порядочный, воспитанный на Тургеневе и Щедрине, однако же этот человечек, ходивший всегда в калошах и с зонтиком, держал в руках всю гимназию целых пятнадцать лет! 	您想想看，我们这些教员都是些有头脑、极正派的人，受过屠格涅夫和谢德林的良好教育，可是我们的学校却让这个任何时候都穿着套鞋、带着雨伞的小人把持了整整十五年！	Тургеневе_Щедрине	屠格涅夫_谢德林	屠格涅夫_谢德林_	您_想想看_，_我们_这些_教员_都_是_些_有_头脑_、_极_正派_的_人_，_受过_屠格涅夫_和_谢德林_的_良好_教育_，_可是_我们_的_学校_却_让_这个_任何_时候_都_穿着_套鞋_、_带_着_雨伞_的_小人_把持_了_整整_十五年_！	您_想想_看_，_我们_这些_教员_都_是_些_有_头脑_、_极正派_的_人_，_受_过_屠格涅夫_和_谢德林_的_良好_教育_，_可是_我们_的_学校_却_让_这个_任何_时候_都_穿着_套鞋_、_带_着_雨伞_的_小人_把持_了_整整_十五_年_！	您_想想_看_，_我们_这些_教员_都_是_些_有_头脑_、_极_正派_的_人_，_受过_屠格涅夫_和_谢德林_的_良好_教育_，_可是_我们_的_学校_却_让_这个_任何_时候_都_穿着_套鞋_、_带着_雨伞_的_小人_把持_了_整整_十五_年_！
13	futlar.xml	###undefined###	Под влиянием таких людей, как Беликов, за последние десять — пятнадцать лет в нашем городе стали бояться всего.	在别利科夫这类人的影响下，最近十到十五年间，我们全城的人都变得谨小慎微，事事都怕。	Беликов	别利科夫	别利科夫_	在_别利_科夫_这_类人_的_影响_下_，_最近_十到_十五年_间_，_我们_全城_的_人_都_变得_谨小慎微_，_事事_都_怕_。	在_别利科夫_这_类_人_的_影响_下_，_最近_十_到_十五_年间_，_我们_全_城_的_人_都_变_得_谨小慎微_，_事事_都_怕_。	在_别_利_科夫_这_类_人_的_影响_下_，_最近_十_到_十五_年_间_，_我们_全城_的_人_都_变得_谨小慎微_，_事事_都_怕_。
14	futlar.xml	###undefined###	Иван Иваныч, желая что-то сказать, кашлянул, но сначала закурил трубку, поглядел на луну и потом уже сказал с расстановкой: 	伊凡·伊凡内奇想说点什么，嗽了嗽喉咙，但他先抽起烟斗来，看了看月亮，然后才一字一顿地说：	Иван_Иваныч	伊凡_伊凡内奇		伊凡_·_伊凡_内_奇想_说点_什么_，_嗽_了_嗽_喉咙_，_但_他_先抽_起_烟斗_来_，_看_了_看_月亮_，_然后_才_一字一顿_地说_：	伊凡·伊凡内奇_想_说_点_什么_，_嗽_了_嗽_喉咙_，_但_他_先_抽_起_烟斗_来_，_看_了_看_月亮_，_然后_才_一_字_一_顿_地_说_：	伊凡·伊凡_内_奇想_说_点_什么_，_嗽了嗽_喉咙_，_但_他_先_抽_起_烟斗_来_，_看_了_看_月亮_，_然后_才_一字一顿_地说_：
15	futlar.xml	###undefined###	— Да. Мыслящие, порядочные, читают и Щедрина, и Тургенева, разных там Боклей и прочее, а вот подчинились же, терпели… То-то вот оно и есть.	是的“我们都是有头脑的正派人，我们读屠格涅夫和谢德林的作品，以及巴克莱等人的著作，可是我们又常常屈服于某种压力，一再忍让，问题就在这儿…	Щедрина_Тургенева_Боклей	屠格涅夫_谢德林_巴克莱	屠格涅夫_巴克莱_	是_的_“_我们_都_是_有_头脑_的_正派人_，_我们_读_屠格涅夫_和_谢德林_的_作品_，_以及_巴克莱_等_人_的_著作_，_可是_我们_又_常常_屈服于_某种_压力_，_一再_忍让_，_问题_就_在_这儿_…	是的_“_我们_都_是_有_头脑_的_正派_人_，_我们_读_屠格涅夫_和_谢德林_的_作品_，_以及_巴克莱_等_人_的_著作_，_可是_我们_又_常常_屈服_于_某种_压力_，_一再_忍让_，_问题_就_在_这儿_…	是的_“_我们_都_是_有头脑_的_正派_人_，_我们_读_屠格涅夫_和_谢德林_的_作品_，_以及_巴克莱_等人_的_著作_，_可是_我们_又_常常_屈服_于_某_种_压力_，_一再_忍让_，_问题_就_在_这儿_…
16	futlar.xml	###undefined###	Женской прислуги он не держал из страха, чтобы о нем не думали дурно, а держал повара Афанасия, старика лет шестидесяти, нетрезвого и полоумного, который когда-то служил в денщиках и умел кое-как стряпать.	他不用女仆，害怕别人背后说他的坏话。他雇了个厨子阿法纳西，老头子六十岁上下，成天醉醺醺的，还有点痴呆。他当过勤务兵，好歹能弄几个菜。	Афанасия	阿法纳西		他_不用_女仆_，_害怕_别人_背后_说_他_的_坏话_。_他_雇_了_个_厨子_阿法_纳西_，_老头子_六十岁_上下_，_成天_醉醺醺_的_，_还_有点_痴呆_。_他_当过_勤务兵_，_好歹_能_弄_几个_菜_。	他_不用_女仆_，_害怕_别人_背后_说_他_的_坏话_。_他_雇_了_个_厨子_阿法纳西_，_老头子_六十_岁_上下_，_成天_醉醺醺_的_，_还_有点_痴呆_。_他_当_过_勤务兵_，_好歹_能_弄_几_个_菜_。	他_不用_女仆_，_害怕_别人_背后_说_他_的_坏话_。_他_雇了_个_厨子_阿法_纳西_，_老头子_六十_岁_上下_，_成天_醉醺醺_的_，_还_有点_痴呆_。_他_当过_勤务兵_，_好歹_能_弄_几_个_菜_。
17	futlar.xml	###undefined###	Этот Афанасий стоял обыкновенно у двери, скрестив руки, и всегда бормотал одно и то же, с глубоким вздохом: 	这个阿法纳西经常站在房门口，交叉抱着胳膊，老是叹一口长气，嘟哝那么一句话：	Афанасий	阿法纳西		这个_阿法_纳西_经常_站_在_房门口_，_交叉_抱_着_胳膊_，_老是_叹_一口_长气_，_嘟哝_那么_一句_话_：	这个_阿法纳西_经常_站_在_房门口_，_交叉_抱_着_胳膊_，_老是_叹_一_口_长气_，_嘟哝_那么_一句话_：	这个_阿法_纳西_经常_站在_房门口_，_交叉_抱着_胳膊_，_老是_叹_一_口_长_气_，_嘟哝_那么_一_句_话_：
18	futlar.xml	###undefined###	Назначили к нам нового учителя истории и географии, некоего Коваленко, Михаила Саввича, из хохлов.	我们学校新调来了一位史地课教员，叫米哈伊尔·萨维奇·柯瓦连科，小俄罗斯人。	Коваленко_Михаила_Саввича	米哈伊尔_萨维奇_柯瓦连科	米哈伊尔_萨维奇_瓦连科_俄罗斯_	我们_学校_新_调来_了_一位_史地_课_教员_，_叫_米哈伊尔_·_萨维奇_·_柯瓦连科_，_小_俄罗斯_人_。	我们_学校_新_调来_了_一_位_史_地_课_教员_，_叫_米哈伊尔·萨维奇_·_柯瓦连科_，_小_俄罗斯人_。	我们_学校_新_调来_了_一_位_史_地_课_教员_，_叫_米_哈_伊尔·萨维奇·柯瓦_连科_，_小_俄罗斯人_。
19	futlar.xml	###undefined###	Приехал он не один, а с сестрой Варенькой.	他不是一个人来的，还带着姐姐瓦莲卡。	Варенькой	瓦莲卡		他_不是_一个_人来_的_，_还_带_着_姐姐_瓦莲卡_。	他_不是_一个_人_来_的_，_还_带_着_姐姐_瓦莲卡_。	他_不_是_一_个_人_来的_，_还_带着_姐姐_瓦莲卡_。
20	futlar.xml	###undefined###	Это польстило ей, и она стала рассказывать ему с чувством и убедительно, что в Гадячском уезде у нее есть хутор, а на хуторе живет мамочка, и там такие груши, такие дыни, такие кабаки! 	这番奉承使她感到得意“于是她用令人信服的语气动情地告诉他，说他们在加佳奇县有一处田庄，现在妈妈还住在那里，那里有那么好的梨。那么好的甜瓜，那么好的，卡巴克‘	Гадячском	加佳奇县	卡巴克_	这番_奉承_使_她_感到_得意_“_于是_她_用_令人信服_的_语气_动情_地_告诉_他_，_说_他们_在_加佳奇_县_有_一处_田庄_，_现在_妈妈_还_住_在_那里_，_那里_有_那么_好_的_梨_。_那么_好_的_甜瓜_，_那么_好_的_，_卡_巴克_‘	这_番_奉承_使_她_感到_得意_“_于是_她_用_令_人_信服_的_语气_动情_地_告诉_他_，_说_他们_在_加_佳奇县_有_一_处_田庄_，_现在_妈妈_还_住_在_那里_，_那里_有_那么_好的_梨_。_那么_好的_甜瓜_，_那么_好的_，_卡巴克_‘	这_番_奉承_使她_感到_得意_“_于是_她_用_令_人_信服_的_语气_动情_地_告诉_他_，_说_他们_在_加佳奇县_有_一_处_田庄_，_现在_妈妈_还_住在_那里_，_那里_有_那么_好_的_梨_。_那么_好_的_甜瓜_，_那么_好_的_，_卡巴克_‘
21	idiot.xml	47	 - Да, господин Павлищев, который меня там содержал, два года назад помер, я писал потом сюда генеральше Епанчиной, моей дальней родственнице, но ответа не получил. Так с тем и приехал.	“是的，在那里供养我的帕夫利谢夫先生两年前去世了，后来我写信给这里的叶潘钦将军夫人，她是我的远房亲戚，但我没有收到口信、这样我就回来了。”	Павлищев_Епанчиной	帕夫利谢夫_叶潘钦	帕夫利谢夫_叶潘钦_	“_是_的_，_在_那里_供养_我_的_帕夫利_谢夫_先生_两年_前_去世_了_，_后来_我_写信给_这里_的_叶_潘钦_将军_夫人_，_她_是_我_的_远房亲戚_，_但_我_没有_收到_口信_、_这样_我_就_回来_了_。_”	“_是的_，_在_那里_供养_我_的_帕夫利谢夫_先生_两_年前_去世_了_，_后来_我_写信_给_这里_的_叶潘钦_将军_夫人_，_她_是_我_的_远房_亲戚_，_但_我_没有_收到_口信_、_这样_我_就_回来_了_。_”	“_是的_，_在_那里_供养_我_的_帕夫利谢夫_先生_两_年_前_去世_了_，_后来_我_写信_给_这里_的_叶潘钦_将军_夫人_，_她_是_我_的_远房_亲戚_，_但_我_没有_收到_口信_、_这样_我_就_回来_了_。_”
22	idiot.xml	67	 Гм... генерала же Епанчина знаем-с, собственно, потому, что человек общеизвестный, да и покойного господина Павлищева, который вас в Швейцарии содержал, тоже знавали-с, если только это был Николай Андреевич Павлищев, потому что их два двоюродные брата. 	嗯……叶潘钦将军我们是知道的，其实是因为他是社会名流；还有在瑞士供养您的已故的帕夫利谢夫先生，我也知道，如果这是指尼古拉·安德列耶维奇·帕夫利谢夫，因为他们是两位堂兄弟，	Епанчина_Павлищева_Николай_Андреевич_Павлищев	叶潘钦将_帕夫利谢夫_尼古拉_安德列耶维奇_帕夫利谢夫	帕夫利谢夫_尼古拉_利谢夫_	嗯_…_…_叶_潘钦_将军_我们_是_知道_的_，_其实_是因为_他_是_社会名流_；_还有_在_瑞士_供养_您_的_已故_的_帕夫利_谢夫_先生_，_我_也_知道_，_如果_这_是_指_尼古拉_·_安德列_耶维奇_·_帕夫利_谢夫_，_因为_他们_是_两位_堂兄弟_，	嗯_……_叶潘钦_将军_我们_是_知道_的_，_其实_是_因为_他_是_社会名流_；_还有_在_瑞士_供养_您_的_已故_的_帕夫利谢夫_先生_，_我_也_知道_，_如果_这是_指_尼古拉·安德列耶维奇·帕夫利谢夫_，_因为_他们_是_两_位_堂兄弟_，	嗯_…_…_叶潘钦_将军_我们_是_知道_的_，_其实_是_因为_他_是_社会_名流_；_还有_在_瑞士_供养_您_的_已故_的_帕夫利谢夫_先生_，_我_也_知道_，_如果_这_是_指_尼古拉·安德列_耶维奇·帕夫利谢夫_，_因为_他们_是_两_位_堂兄弟_，
23	idiot.xml	68	 Другой доселе в Крыму, а Николай Андреевич, покойник, был человек почтенный, и при связях, и четыре тысячи душ в свое время имели-с...	另一位至今还在克里米亚，而尼古拉·安德列耶维奇这位故人就是在广泛的社交界也是位令人敬重的人，那时拥有四千农奴……”	Крыму_Николай_Андреевич	克里米亚_尼古拉_安德列耶维奇	尼古拉_维奇_	另_一位_至今_还_在_克里米亚_，_而_尼古拉_·_安德列_耶维奇_这位_故人_就是_在_广泛_的_社交界_也_是_位_令人_敬重_的_人_，_那时_拥有_四千_农奴_…_…_”	另_一_位_至今_还_在_克里米亚_，_而_尼古拉·安德列耶维奇_这位_故人_就是_在_广泛_的_社交界_也_是_位_令_人_敬重_的_人_，_那时_拥有_四千_农奴_……_”	另_一_位_至今_还_在_克里米亚_，_而_尼古拉·安德列_耶维奇_这_位_故人_就是_在_广泛_的_社交界_也_是_位_令_人_敬重_的_人_，_那时_拥有_四千_农奴_…_…_”
24	idiot.xml	87	 - Князь Лев Николаевич Мышкин, - отвечал тот с полною и немедленною готовностью.	“列夫·尼古拉耶维奇·梅什金公爵，”后者完全不加思索地马上回答说。	Лев_Николаевич_Мышкин	列夫_尼古拉耶维奇_梅什金	尼古拉_梅什金_	“_列夫_·_尼古拉_耶维奇_·_梅什金_公爵_，_”_后者_完全_不加思索_地_马上_回答_说_。	“_列夫·尼古拉耶维奇·梅什金_公爵_，_”_后者_完全_不加思索_地_马上_回答_说_。	“_列夫·尼古拉_耶维奇·梅什金_公爵_，_”_后者_完全_不加思索_地_马上_回答_说_。
25	idiot.xml	88	 - Князь Мышкин? 	“梅什金公爵？	Мышкин	梅什金	梅什金_	“_梅什金_公爵_？	“_梅什金_公爵_？	“_梅什金_公爵_？
26	idiot.xml	117	 - Рогожиных знаете? - быстро спросил черномазый.	“您知道罗戈任家吗？”黑皮肤的很快问着。	Рогожиных	罗戈任	罗戈任_	“_您_知道_罗戈_任家_吗_？_”_黑_皮肤_的_很快_问着_。	“_您_知道_罗戈任家_吗_？_”_黑_皮肤_的_很快_问_着_。	“_您_知道_罗戈任_家_吗_？_”_黑皮肤_的_很_快_问着_。
27	idiot.xml	121	 - Да, я, Рогожин, Парфен.	“是的，我姓罗戈任，叫帕尔芬。”	Рогожин_Парфен	罗戈任_帕尔芬	帕尔芬_	“_是_的_，_我姓_罗戈任_，_叫_帕尔芬_。_”	“_是的_，_我_姓_罗_戈任_，_叫_帕尔芬_。_”	“_是的_，_我_姓_罗戈任_，_叫_帕尔芬_。_”
28	idiot.xml	133	 А это правда, что вот родитель мой помер, а я из Пскова через месяц чуть не без сапог домой еду. 	我父亲去世了，这是真的，已经过了一个月，现在我差点连靴子也没有从普斯科夫赶回家，	Пскова	普斯科夫	普斯科夫_	我_父亲_去世_了_，_这是_真的_，_已经_过_了_一个月_，_现在_我_差点_连_靴子_也_没有_从_普斯科夫_赶回_家_，	我_父亲_去世_了_，_这是_真的_，_已_经过_了_一个_月_，_现在_我_差点_连_靴子_也_没有_从_普斯科夫_赶_回家_，	我_父亲_去世_了_，_这_是_真的_，_已经_过_了_一_个_月_，_现在_我_差点_连_靴子_也_没有_从_普斯科夫_赶_回家_，
29	idiot.xml	134	 Ни брат, подлец, ни мать ни денег, ни уведомления - ничего не прислали! Как собаке! В горячке в Пскове весь месяц пролежал.	无论是混账哥哥，还是母亲，都不给我寄钱，也不寄消息……什么都不寄，犹如对待一条狗！我在普斯科夫患热病，躺了整整一个月！……”	Пскове	普斯科夫	普斯科夫_	无论是_混账_哥哥_，_还是_母亲_，_都_不_给_我_寄钱_，_也_不_寄_消息_…_…_什么_都_不_寄_，_犹如_对待_一条_狗_！_我_在_普斯科夫_患_热病_，_躺_了_整整_一个月_！_…_…_”	无论_是_混账_哥哥_，_还是_母亲_，_都_不_给_我_寄_钱_，_也_不_寄_消息_……_什么_都_不_寄_，_犹如_对待_一_条_狗_！_我_在_普斯科夫_患_热病_，_躺_了_整整_一个_月_！_……_”	无论是_混账_哥哥_，_还是_母亲_，_都_不_给_我_寄钱_，_也_不_寄_消息_…_…_什么_都_不_寄_，_犹如_对待_一_条_狗_！_我_在_普斯科夫_患_热病_，_躺了_整整_一_个_月_！_……_”
